회의회차,요구자명,요구자정당,대상,실제요구자료,카테고리
382회,박완주,,경찰청,강력범죄 피해자 지원을 위한 현실적인 피해자 여비 증액 필요성을 검증하기 위해 피해자 여비 지급 현황과 증액 계획 자료 제출 요구,예산·재정
382회,박완주,,경찰청,장애인운전지원센터 전국 확대를 위한 추가 센터 구축 및 운영에 따른 예산 증액 계획과 추진 현황 자료 제출 요구,예산·재정
382회,박완주,,소방청,전국 소방헬기 통합 관리를 위한 정비관리 프로그램과 통합정비대 구축 타당성 용역비 필요성 검증을 위한 관련 용역 계획 및 예산 자료 제출 요구,예산·재정
382회,박완주,,소방청,전국 고가사다리차 추가 보강을 위한 예산 필요성과 재정당국 협의 현황 자료 제출 요구,예산·재정
382회,박완주,,소방청,"소방관 장비, 복지, 인건비 재원 단일화 및 국가 지원을 위한 회계·기금 구조 조직진단과 검토용역 계획 및 예산 증액 자료 제출 요구",예산·재정
382회,박재호,더불어민주당,한국재난구호협회,한국재난구호협회의 투명성 문제를 확인하기 위해 구호협회의 관련 자료 제출 요구,감사·점검
382회,오영환,더불어민주당,행정안전부,사이버 보안의 사각지대 해소를 위해 24시간 통합방어체계 구축 현황과 계획 자료 제출 요구,재난·안전
382회,오영환,더불어민주당,행정안전부,"모바일 신분증 도입과 플랫폼 확장, 앱 개발 등 고도화 추진을 위한 예산 현황과 추가 확보 계획 자료 제출 요구",예산·재정
382회,오영환,더불어민주당,행정안전부,전자서명 인증 공통 기반 구축 및 운영 현황과 계획 자료 제출 요구,정책·제도
382회,오영환,더불어민주당,행정안전부,주한미군공여구역 주변지역 지원사업의 감액 현황과 지역주민 희생 보상 관련 자료 제출 요구,예산·재정
382회,오영환,더불어민주당,경찰청,순찰차 영상관제 시스템 시범운영 현황과 내년도 확대 계획 자료 제출 요구,범죄·치안
382회,오영환,더불어민주당,소방청,소방관 정신건강 및 트라우마센터 운영 현황과 향후 추진 계획 자료 제출 요구,재난·안전
382회,오영환,더불어민주당,소방청,소방헬기 통합운영을 위한 운항관제실 설치 현황과 예산 확보 계획 자료 제출 요구,예산·재정
382회,이명수,,행정안전부,지방재정의 어려움이 가중되는 상황에서 일반교부세 감액 규모와 이에 따른 지방재정 보전 대책을 확인하기 위해 내년 일반교부세 감액 관련 자료 제출 요구,예산·재정
382회,이명수,,행정안전부,지방이양에 따른 비용 지원 증액 내역과 그 사유를 명확히 파악하기 위해 지방이양 비용 지원 1549억 증액 관련 서면 자료 제출 요구,예산·재정
382회,이명수,,경찰청,의무경찰 감축에 따른 경찰관 충원 계획과 인력 조정 현황을 구체적으로 파악하기 위해 내년 의경 감축 및 경찰관 충원 인원 관련 서면 자료 제출 요구,인사·조직
382회,이명수,,소방청,국가직화 이후 소방 수당 문제 해결 여부와 예산 반영 상황을 확인하기 위해 국가직화 관련 수당 예산 반영 현황 자료 제출 요구,예산·재정
382회,이명수,,소방청,내년 소방장비 구입 및 개선에 투입되는 총 재원 규모를 파악하기 위해 소방장비 예산 관련 자료 제출 요구,예산·재정
382회,이명수,,소방청,내년 소방항공정비대 신설 여부와 관련 예산 반영 상황을 확인하기 위해 소방항공정비대 신설 및 예산 반영 관련 자료 제출 요구,예산·재정
382회,이명수,,경찰청,코로나 확산 시기 집회 상황과 경찰의 사후 처리 내용을 서면으로 제출해 달라는 요청,범죄·치안
382회,이명수,,경찰청 및 관련 정부 부처,아동학대 사건과 관련한 경찰의 사후 조치 및 앞으로 유사 사건 방지를 위한 보완 조치 내용을 서면으로 제출해 달라는 요청,범죄·치안
382회,이명수,,행정안전부 및 각 부처,행안부 교부금 외에 각 부처의 전반적인 정부 지원 현황을 종합적으로 확인하기 위해 관련 자료를 서면으로 제출해 줄 것을 요구,예산·재정
382회,이명수,,행정안전부,옥외광고물 정비 현황과 관련된 구체적인 자료를 서면으로 제출해 줄 것을 요구,정책·제도
382회,박수영,미래통합당,소방청,고시원 등 스프링클러 설치 실집행률이 28%로 너무 저조하여 개선 여부를 확인하기 위해 관련 실집행률 자료 제출 요구,재난·안전
382회,박수영,미래통합당,중앙선거관리위원회,특별정려금 지급 근거가 위탁선거와 관련하여 규정에 없다는 점을 확인하기 위해 특별정려금 지급 관련 규칙 및 근거 자료 제출 요구,예산·재정
382회,박수영,미래통합당,중앙선거관리위원회,한국선거방송과 해외연구관 제도 개선방안을 예산편성 직전까지 보고받기 위해 관련 실적 및 제도 개선 관련 자료 제출 요구,정책·제도
383회,박형수,,후보자,후보자 아들의 척추측만증이 42도여서 병역 면제 사유가 되었는지 정확히 판단하기 위해 2013년과 2015년 당시의 엑스레이 자료 제출 요구,인사·조직
383회,박형수,,경찰청,이용구 법무부차관 사건에 대해 경찰이 내사종결 처분한 것이 2015년 법 개정 이후 판례와 헌법재판소 결정에 부합하는지 검증하기 위해 관련 수사 및 내사 자료 제출 요구,범죄·치안
383회,박형수,,경찰청,이용구 차관 사건 수사 과정에서 특가법 적용 여부와 내사종결 결정 과정에 대한 적절성 검토를 위해 관련 보고서 및 수사 기록 제출 요구,범죄·치안
383회,박형수,,경찰청,이용구 차관 사건과 관련하여 피해자의 병원 치료 내역과 통화 내역 조사를 포함한 수사 자료 제출 요구로 상해 사건 여부를 확인하기 위함,범죄·치안
384회,이형석,더불어민주당,행정안전부,"3·15 의거와 관련된 피해자들이 4·19 관련 법에서 어떤 분들이 보상을 받고 있는지 확인하기 위해 대구 2·28, 광주·마산을 포함한 관련 피해자 보상 현황 자료 제출 요구",통계·현황
384회,이형석,더불어민주당,행정안전부,소상공인과 소기업의 피해 규모 차이를 확인하고 풍수해보험 지원 확대 필요성을 검증하기 위해 지난해 폭우 피해 관련 소상공인 및 소기업 피해 통계 자료 제출 요구,통계·현황
384회,이형석,더불어민주당,행정안전부,"지방자치단체의 백신 접종 지원을 위한 특별 재정지원 계획과 시기, 규모를 확인하기 위해 관련 특별 재정지원 계획 자료 제출 요구",예산·재정
384회,이형석,더불어민주당,행정안전부,광주광역시 등 지자체별 백신 접종 의료기관 수와 배후 수요 비율의 적정성을 분석하여 접종 지연 문제를 해소하기 위해 지자체별 지정의료기관 수 및 접종 가능 의료기관 현황 자료 제출 요구,통계·현황
384회,이형석,더불어민주당,행정안전부,국민비서 서비스 챗봇의 오류 및 부적절한 답변 문제를 점검하고 개선 방안을 마련하기 위해 국민비서 서비스 점검 결과 및 개선 계획 자료 제출 요구,정책·제도
384회,이형석,더불어민주당,인사혁신처,공직사회 조직문화 개선과 신규 공직자 퇴직률 증가 문제 해결을 위해 공직사회 문화 혁신 및 개혁 방안 연구 결과와 향후 추진 계획 자료 제출 요구,인사·조직
384회,이형석,더불어민주당,행정안전부,특별·광역시 자치구 재정 부족 문제와 조정교부금 교부율 미준수 현황을 개선하기 위해 2019년 기준 조정교부금 교부 현황 및 개선 계획 자료 제출 요구,예산·재정
384회,최춘식,미래통합당,행정안전부,주민자치회 시범운영 626개소에 대한 개별 평가 자료와 투입된 예산을 제출하여 시범운영 성과를 분석하기 위해 자료 제출 요구,정책·제도
384회,서범수,미래통합당,경찰청,탐정업이 운영되고 있는 실태를 조사하여 보고하기 위해 탐정업 운영에 대한 실태조사 보고서 제출 요구,정책·제도
384회,서범수,미래통합당,경찰청,경찰 비위사건과 관련한 복무기강 확립 대책을 마련하고 그 내용을 의원실에 보고하기 위한 대책 보고서 제출 요구,인사·조직
384회,서범수,미래통합당,소방청,"소방청 인원, 조직, 장비 등 전 분야에 걸친 종합적인 마스터플랜을 마련하여 행안위에 보고하기 위한 마스터플랜 자료 제출 요구",재난·안전
384회,서범수,미래통합당,경찰청,교통사범 수사실무지침 개정 현황을 확인하기 위해 관련 수사실무지침 자료 제출 요구,정책·제도
384회,이영,미래한국당,경찰청,서울동부구치소 등 교도소와 구치소의 코로나 방역 대응 매뉴얼이 부재한 상황에서 경찰 유치장 및 각 기관별 방역 매뉴얼 현황을 확인하기 위해 관련 방역 매뉴얼 제출 요구,재난·안전
384회,이영,미래한국당,경찰청,중앙경찰학교의 코로나19 방역 관리 실태와 밀집 교육에 따른 방역 대책 마련 여부를 검증하기 위해 중앙경찰학교 특별방역 매뉴얼 및 관리지침 제출 요구,재난·안전
384회,이해식,더불어민주당,경찰청,양천 아동학대 사망사건과 같은 중대한 아동학대 사건에 대해 경찰청이 자체적으로 진상조사 결과를 내놓고 이를 바탕으로 대책을 세우기 위해 관련 조사 및 연구 결과 자료 제출 요구,범죄·치안
384회,이해식,더불어민주당,경찰청,경찰청이 아동학대범죄 부검 등 심층적인 연구작업을 실시하여 장기적이고 심도 있는 대책 마련을 위해 연구 결과 자료 제출 요구,범죄·치안
384회,이해식,더불어민주당,소방청,소방공무원들의 우울증 및 불안장애 유병률과 관련하여 정신건강 케어 및 심리상담 서비스 제공 현황과 향후 계획에 관한 구체적인 자료 제출 요구,인사·조직
385회,이은주,정의당,정부공직자윤리위원회,재산등록의무가 있는 국가공무원 및 자치단체 4급 이상 공무원 중 3기 신도시와 경기 광명·시흥에서 지난 5년간 토지자산 획득 이력이 있는 공직자 명단을 제출해 달라는 요청,인사·조직
388회,김형동,,국회,9억 원 안지방재정 부담과 12억 원 초과 재산세 규모에 따른 세수 부담 변동 현황 자료를 제출받아 지방재정 부담과 재정 보전 대책 필요성을 검토하기 위해 자료 제출 요구,예산·재정
388회,김형동,,경총,경총 회원사 중 휴게·휴일권이 제대로 보장되지 않는 사업장 수와 규모에 대한 통계 자료를 제출받아 휴게·휴일권 보장 실태를 정확히 파악하기 위해 자료 제출 요구,통계·현황
388회,김형동,,경찰청,이용구 법무부 차관 관련 통화 내역 자료를 제출받아 외압 여부 등 수사 과정의 투명성을 확인하기 위해 자료 제출 요구,범죄·치안
388회,서범수,미래통합당,경찰청,"이용구 전 법무부차관, 서초서장, 과장, 팀장 휴대폰 포렌식 결과를 구체적으로 보고받기 위해 관련 자료 제출 요구",범죄·치안
388회,서범수,미래통합당,경찰청,"이용구 전 법무부차관과 검사, 서초서장, 서초서 형사과장, 서초서 팀장 간 통화 내역이 있는지 확인하고 해당 통화 기록을 발췌하여 제출 요구",범죄·치안
388회,이영,미래한국당,경제계,중소기업에 대한 지속적인 경영 타격의 충격 정도를 파악하기 위해 관련 자료 제출 요구,정책·제도
388회,이영,미래한국당,한국노동조합총연맹(한노총),50인 미만 기업에 근무하는 직원들의 비율을 확인하여 경제영역 내 조합원 구성 현황 파악을 위한 자료 제출 요구,통계·현황
388회,이영,미래한국당,국회,"이용구 전 법무부차관 관련 사건 은폐 의혹과 관련하여 국회가 요구한 보고서의 날짜, 보고체계 개입자 수 등 상이한 내용에 대한 정확한 자료 제출 요구",감사·점검
388회,최춘식,미래통합당,행정안전부,불법 하도급에 대한 전반적인 실태 점검 결과를 빠른 시일 내에 의원실로 보고하기 위해 관련 자료 제출 요구,감사·점검
389회,이명수,,행정안전부,상반기 행안부 본예산 집행률과 전체 집행률을 확인하기 위해 금년도 행안부 예산 집행률 자료 제출 요구,예산·재정
389회,이명수,,행정안전부,지방공무원과 국가공무원의 올해 신규 채용 인원 현황을 확인하기 위해 지방공무원과 국가공무원 신규 채용 인원 자료 제출 요구,인사·조직
389회,이명수,,행정안전부,지방재정 자립도 및 자주도 감소 추세에 대응하기 위한 재정 확충 대책과 코로나 시기 지방재정 극복 방안을 확인하기 위해 관련 대책 서면 자료 제출 요구,예산·재정
389회,이명수,,행정안전부,작년도 수해 종합 복구율과 금년도 수해 응급복구율 현황을 확인하기 위해 관련 재난안전관리 복구율 자료 제출 요구,재난·안전
389회,이명수,,행정안전부,지역사랑상품권 발행의 긍정적·부정적 효과에 대한 검토 결과를 확인하기 위해 관련 검토 자료 제출 요구,정책·제도
389회,이명수,,행정안전부,희망근로 지원사업의 낮은 집행률 원인을 파악하기 위해 금년도 희망근로 지원사업 집행률 및 집행 관련 자료 제출 요구,예산·재정
389회,이명수,,행정안전부,청년일자리사업의 낮은 예산 집행률 원인을 확인하기 위해 청년일자리사업 예산 집행률 및 관련 사유 자료 제출 요구,예산·재정
389회,최춘식,미래통합당,행정안전부,재난지원금 홍보비의 중복 편성 여부를 검증하기 위해 행안부의 재난지원금 홍보비 세부 계획 자료 제출 요구,예산·재정
389회,최춘식,미래통합당,정부(경찰 등 관련 기관),민노총 집회에 대한 평가기준이 어떤 상태에서 이루어졌는지 확인하기 위해 민노총 집회 평가기준 관련 자료 제출 요구,범죄·치안
390회,장지원,,중앙선거관리위원회,지방의회의원 선거구 획정위원회가 시도지사에게 제출하는 시도의회의원 지역선거구 구역표와 시도별 자치구 시 군의회의원 총정수표를 헌법재판소의 인구편차 허용기준 변경에 맞춰 개정하기 위해 관련 자료 제출 요구,정책·제도
390회,장지원,,중앙선거관리위원회,"재외선거에 거소투표 도입 시 우편투표의 문제점 검토를 위해 국가별 우편시스템의 안정성 및 대리투표, 허위신고 문제 관련 자료 제출 요구",정책·제도
390회,장지원,,중앙선거관리위원회,정치자금법 일부개정법률안 심사를 위해 정치자금 수입·지출내역 공개 기간과 방법에 관한 구체적인 자료 제출 요구,정책·제도
390회,장지원,,중앙선거관리위원회,국가선거보전비용 및 지방선거보전비용 미반환금의 징수 현황과 관련하여 미반환금 수납 실적과 지방자치단체에 대한 징수결의 요청 현황 및 법적 권한 검토를 위한 자료 제출 요구,예산·재정
390회,장지원,,소방청,소방헬기 통합 지휘시스템 구축사업 추진과 관련하여 2G 통신서비스 종료에 따른 정보시스템 구축 예산 편성 및 집행 현황 자료 제출 요구,예산·재정
390회,장지원,,소방청,소방공무원의 심신건강 관리를 위한 스트레스 회복력 강화 프로그램의 사업계획 대비 예산집행률과 프로그램 참여율 등 사업 실적 자료 제출 요구,통계·현황
390회,최춘식,미래통합당,인사혁신처,공무원의 기강 문란 및 국가공무원법 59조 위반 여부에 대한 인사혁신처의 처리 입장을 서면으로 제출해 달라는 요구,인사·조직
391회,이명수,,인사혁신처,산업안전보건법이 공무원들에게 적용되는지 여부를 다시 한번 살펴보기 위해 관련 자료 제출 요구,정책·제도
391회,이명수,,행정안전부,EMP 관련 업무 진행 상황과 1년 동안 달라진 점 및 조치 상황을 확인하기 위해 관련 자료 제출 요구,재난·안전
391회,임호선,더불어민주당,소방청,소방과 경찰이 협의하여 경찰관 마음건강센터 인력 확충 및 공동 운영 방안에 대한 제도개선 방안을 마련하여 제출해 달라는 자료 제출 요구,정책·제도
391회,장지원,,중앙선거관리위원회,과태료와 기타 경상이전수입의 미수납액 규모와 징수 가능성을 검증하기 위해 최근 미수납액 현황 자료 제출 요구,예산·재정
391회,장지원,,중앙선거관리위원회,선거관리위원회 위원수당 과다 계상 여부를 확인하기 위해 시·도 및 읍·면·동선거관리위원회 위원수당 편성 내역 자료 제출 요구,예산·재정
391회,장지원,,중앙선거관리위원회,실시사유가 확정된 재보궐선거 관련 경비가 본예산에 반영되었는지 검토하기 위해 4건 재보궐선거 경비 추계 자료 제출 요구,예산·재정
391회,박완주,,국세청,"이명박 정부, 박근혜정부, 문재인 정부 시절 납부유예가 얼마만큼 되었는지, 일괄적으로 진행되었는지 여부와 그 규모를 보여주는 자료 제출 요구",예산·재정
392회,이명수,,행정안전부,지방재정의 바람직하지 않은 집행에 대한 조정 방안을 합리적으로 마련하기 위해 관련 조정 방안을 서면으로 제출할 것을 요구,재난·안전
392회,임호선,더불어민주당,경찰청,감치명령서 연간 접수 및 집행 현황과 지자체별 통계 자료를 업무 부담 실태 확인을 위해 제출 요구,통계·현황
392회,최춘식,미래통합당,행정안전부,주민자치위원회와 주민자치회가 변천되고 바뀌었을 때 무엇이 달라지는지 비교 도표 형태로 제출해 달라는 요청,정책·제도
393회,이명수,,강원도,강원도특별자치도가 됐을 경우 역점적으로 하려는 사업의 구체적인 내용과 기존 법이나 제도로는 안 되는 특별한 특례 내용을 서면으로 제출하라,정책·제도
393회,이명수,,강원도,강원도가 평화특별자치와 관련해 남북교류협력 및 통일교육 등에서 특별한 특례를 통해 하려는 구체적인 내용을 자료로 제출하라,정책·제도
393회,이명수,,행정안전부,특별자치구역에 대한 전체적인 흐름과 특별한 수요를 조화시키기 위한 행안부의 조정 방안을 서면으로 제출하라,정책·제도
393회,이명수,,중앙선거관리위원회,코로나 확진자 참정권 보장을 위한 투표부터 개표까지의 마스터플랜식 종합대책과 관련한 전반적이고 종합적인 대책 자료를 제출하라,정책·제도
393회,이명수,,중앙선거관리위원회,임시선거준비사무소 설치 현황과 전국 공정선거지원단 설치 현황 및 관리 실태에 관한 사실 확인 자료를 제출하라,정책·제도
393회,이형석,더불어민주당,중앙선거관리위원회,"드라이브스루 투표 방법에 대해 검토된 내용을 제출해 달라는 요청으로, 팬데믹 상황에서 국민의 참정권 보장을 위한 전향적 투표 방법 검토 목적임",정책·제도
397회,김민철,,후보자,후보자의 사단법인 기부금 내역과 사인 간 거래 차용증 등 후보자의 경제사회연구원 이사장 재임 기간 동안의 기부금 내역을 제출해 달라는 요구,인사·조직
397회,김민철,,후보자,장남의 병역 근무현황 자료를 제출해 달라는 요구,인사·조직
397회,김민철,,후보자,배우자와 자녀의 부동산 매매내역 등 개인정보가 아닌 범위 내에서 관련 자료를 제출해 달라는 요구,인사·조직
397회,김민철,,경제사회연구원,2019년부터 2021년까지 경제사회연구원에 기부한 영리법인 명부를 제출해 달라는 요구,인사·조직
397회,박완주,,후보자 측,배우자 관련 번역료 수령 내역의 진위를 확인하기 위해 3년간 번역물 원본이나 번역문 자료 제출 요구,감사·점검
397회,박완주,,후보자 측,배우자 및 가족회사 유니크서울의 통번역 및 종합소득 상세내역을 확인하기 위해 관련 자료 제출 요구,감사·점검
397회,박완주,,후보자 측,배우자의 1억 9000만 원 종합소득의 소득원과 상세내역을 검증하기 위해 관련 자료 제출 요구,감사·점검
397회,박완주,,후보자 측,2018년부터 2020년까지 배우자 및 관련 법인의 소득금액 증명 자료를 통해 소득 내역의 사실관계 확인을 위해 자료 제출 요구,감사·점검
397회,백혜련,더불어민주당,위원장,장녀의 재학 중 공공기관 인턴 및 봉사활동 내역을 제출하여 아빠 찬스 의혹을 확인하기 위해 자료 제출 요구,인사·조직
397회,백혜련,더불어민주당,위원장,후보자의 아들이 혼자 1인실에 거주하는지 여부를 확인하기 위해 전입신고 세대주 확인증명서 제출 요구,인사·조직
397회,백혜련,더불어민주당,후보자,사인 간 대출 3억 원의 실제 대출자 명단과 관련 자료를 제출하여 증여세 의혹을 검증하기 위해 자료 제출 요구,예산·재정
397회,백혜련,더불어민주당,후보자,자녀들의 증여 아파트와 사인 간 대출 3억 원에 대한 분할상환 내역 자료 제출 요구,예산·재정
397회,백혜련,더불어민주당,후보자,권익위 부위원장 시절 배상환과 주고받은 이메일 계정 정보 자료 제출 요구,기타
397회,백혜련,더불어민주당,위원장,11억 원 아파트 구입 시 증여받은 5.1억 원에 대한 공식 증여세 납부증명서 제출 요구,예산·재정
397회,백혜련,더불어민주당,후보자,배상환과 주고받은 이메일 내역의 원본 파일과 조작 여부를 확인할 수 있도록 비밀번호 등 관련 자료 제출 요구,기타
397회,서영교,더불어민주당,행정안전부장관 후보자 이상민,"자녀의 병역 관련 자료, 국방 의무 관련 자료, 납세 및 부동산 매매 내역, 사인 간의 채무관계 자료, 세대주 확인을 위한 전입신고 관련 확인증 등 인사청문회에 필요한 구체적인 자료 제출 요구",인사·조직
397회,서영교,더불어민주당,행정안전부장관 후보자 이상민,공직자윤리법 위반 관련 재판 중인 사건의 구체적인 내용과 관련 자료 제출 요구,인사·조직
397회,서영교,더불어민주당,행정안전부장관 후보자 이상민,근저당권 설정과 관련된 대여금 거래 내역 및 차용증 등 관련 자료 제출 요구,인사·조직
397회,서영교,더불어민주당,행정안전부장관 후보자 이상민,율촌 법무법인에서 근무한 기간 동안의 영문 자료 및 관련 자료 보강 제출 요구,인사·조직
397회,서영교,더불어민주당,행정안전부장관 후보자 이상민,딸 학비 송금 내역 확인을 위한 외국환거래내역 자료 제출 요구,인사·조직
397회,서영교,더불어민주당,행정안전부장관 후보자 이상민,대여금 거래 관련 은행 거래 내역 및 차용증 등 증빙 자료 제출 요구,인사·조직
397회,서영교,더불어민주당,증인 정은섭,번역 업무 관련 자료 및 교정 업무 자료 제출 요구,인사·조직
397회,서영교,더불어민주당,"중앙선거관리위원회 위원후보자 김필곤, 노태악",인사청문회 실시를 위한 관련 자료 제출 요구를 간사 위원들과 협의하여 위원장 명의로 진행하기 위한 자료 제출 요구 위임,인사·조직
397회,오영환,더불어민주당,행정안전부장관후보자,후보자 배우자의 친오빠 회사에서 근무한 급여와 소득에 관한 근로계약서 및 근무사실 입증자료 제출 요구,인사·조직
397회,오영환,더불어민주당,행정안전부장관후보자,배우자 명의 아파트 근저당권 설정 및 해지 과정과 관련된 명확한 해명자료 제출 요구,재난·안전
397회,오영환,더불어민주당,행정안전부장관후보자,"배우자와 둘째 오빠 정진관 씨 간 채무관계를 입증할 수 있는 거래내역, 차용증, 이자 납부내역 등 증빙자료 제출 요구",인사·조직
397회,오영환,더불어민주당,행정안전부장관후보자,배우자 재산 증가 내역의 출처와 자금 조달 경위를 명확히 확인하기 위한 관련 자료 제출 요구,재난·안전
397회,오영환,더불어민주당,행정안전부장관후보자,배우자가 둘째 오빠에게 3억 원을 대여했다는 사실을 입증할 수 있는 통장 거래내역 등 법적 증빙자료 제출 요구,인사·조직
397회,이해식,더불어민주당,이해식 위원,후보자의 사인 간 채무 내역과 그 증빙 자료를 제출하여 채무 변동 내역을 확인하기 위해 자료 제출 요구,인사·조직
397회,이해식,더불어민주당,후보자,강좌 폐강과 관련한 카톡방 등 학생들의 문제 제기 내용과 강좌 폐강 과정에서의 설명 및 조치 내역을 증명할 수 있는 자료 제출 요구,인사·조직
397회,이해식,더불어민주당,후보자,대외협력특보 임명 시기와 관련한 증명 자료를 제출하여 임명 시점을 확인하기 위해 자료 제출 요구,인사·조직
397회,이해식,더불어민주당,법무법인 율촌,"따님의 인턴십 프로그램이 15일 이상, 하루 6시간 이상 봉사 프로그램임을 증명할 수 있는 가이드라인 및 관련 자료 제출 요구",인사·조직
397회,이형석,더불어민주당,후보자,후보자의 외국환거래 내역과 관련된 자료를 제출하여 도덕성 및 청렴성 검증을 위해 요구,인사·조직
397회,이형석,더불어민주당,후보자,후보자 가족의 해외 학교 졸업과 관련된 외환거래 내역 자료를 제출하여 검증 목적을 달성하기 위해 요구,인사·조직
397회,이형석,더불어민주당,후보자,사인 간 채권채무 관계에 대한 명확한 자료를 제출하여 오해 방지 및 도덕성 검증을 위해 요구,인사·조직
397회,이형석,더불어민주당,후보자,본인 명의 아파트 구입 관련 이자 납부 내역 자료를 제출하여 증여세 및 상속세 납부의 적정성을 확인하기 위해 요구,인사·조직
397회,이형석,더불어민주당,후보자,"외환거래 내역 중 거래 일자, 거래 금액, 거래 유형이 명기된 상세 거래내역 자료를 제출하여 청문회 검증을 위해 요구",인사·조직
397회,이형석,더불어민주당,후보자,사회적 약자 및 시민사회를 위해 변론한 내용에 대한 자료를 제출하여 후보자의 사회적 역할 검증을 위해 요구,인사·조직
397회,이형석,더불어민주당,중앙선거관리위원회,여론조사의 응답률에 대한 기준 마련과 관련하여 선거 단위별 응답률 현황과 이에 대한 대안을 조사하여 위원회에 제출할 것을 요구,정책·제도
399회,용혜인,,경찰청,"김순호 경찰국장의 대공공작요원 특별채용 기간 동안 연도별 채용 인원, 퇴직자 퇴직 시기, 현직자 현재 계급 정보와 김순호 경찰국장이 대공공작요원으로 특별채용된 구체적 이유에 관한 인사기록 제출 요구",인사·조직
